,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,NEW PRICE
67,8946750020,20150507T000000,264000.0,3,2.25,1552,3677,2.0,0,0,3,7,1552.0,0,2012,0,98092,47.3205,-122.178,1677,3677,325934.6390465595
68,844000375,20150303T000000,335000.0,4,1.5,3160,19745,1.5,0,0,4,6,1840.0,1320,1968,0,98010,47.3103,-122.006,1540,8611,302959.1459172796
69,2419700030,20140825T000000,820000.0,4,2.5,3170,3862,3.0,0,0,3,8,3170.0,0,2008,0,98034,47.6705,-122.145,2840,4181,622549.7606833604
70,4083801785,20150313T000000,660000.0,2,1.0,1070,5000,1.0,0,0,3,7,1070.0,0,1924,0,98103,47.6631,-122.337,1400,4000,450227.356075283
71,7338000800,20141120T000000,185000.0,3,1.5,1280,4031,2.0,0,0,4,6,1280.0,0,1985,0,98002,47.3342,-122.215,1150,4500,224831.6146567468
72,3856904655,20150329T000000,667750.0,4,1.0,1430,4080,1.5,0,0,3,7,1430.0,0,1924,0,98105,47.6696,-122.324,1760,4080,481573.16113725136
73,3325069064,20150326T000000,1052000.0,3,1.0,1860,44431,1.0,0,0,4,6,1860.0,0,1947,0,98074,47.6057,-122.038,2000,44431,370847.62939928274
74,1722059222,20141120T000000,350000.0,3,1.5,1550,40752,1.0,0,0,5,7,1550.0,0,1954,0,98031,47.394,-122.202,1550,8000,370378.21470905014
75,7010700860,20141226T000000,575000.0,4,1.5,1430,4163,1.5,0,0,3,7,1430.0,0,1910,0,98199,47.6606,-122.397,1500,4000,510127.4652326923
76,686200490,20140926T000000,570000.0,4,1.75,1860,7700,1.0,0,0,4,8,1860.0,0,1964,0,98008,47.626,-122.112,1860,7700,495162.22100257437
77,7689600330,20140813T000000,207000.0,3,1.0,860,7740,1.0,0,0,3,6,860.0,0,1960,0,98178,47.4906,-122.244,980,7200,199910.7607007521
78,1442880650,20140610T000000,533112.0,4,2.75,2790,8853,2.0,0,0,3,8,2790.0,0,2013,0,98045,47.4842,-121.772,2790,8092,496399.8876563538
79,993002225,20140623T000000,405000.0,3,2.25,1520,1245,3.0,0,0,3,8,1520.0,0,2004,0,98103,47.6907,-122.34,1520,1470,480822.4153878054
80,7135300046,20140716T000000,210000.0,2,1.0,1450,4750,1.0,0,0,3,7,850.0,600,1950,0,98118,47.5293,-122.272,1190,5000,385548.9734329668
81,3448740160,20140611T000000,415000.0,4,2.5,2550,4500,2.0,0,0,3,7,2550.0,0,2009,0,98059,47.4916,-122.153,2340,4526,401369.06942116976
82,1796100140,20140715T000000,170000.0,3,1.5,1350,81549,1.0,0,0,2,7,1350.0,0,1966,0,98092,47.3099,-122.09,2220,93825,382906.65819632093
83,3693900885,20141202T000000,1020000.0,6,2.25,2550,5000,2.0,0,0,4,7,2550.0,0,1907,0,98117,47.6785,-122.396,1480,5000,665148.1252612119
84,4140930110,20141210T000000,828200.0,4,2.75,3400,7081,2.0,0,0,3,9,3400.0,0,2001,0,98006,47.5661,-122.123,3060,7081,712736.7435289221
85,7855200120,20140509T000000,1370000.0,4,2.75,3720,9450,1.0,0,4,5,10,1960.0,1760,1962,0,98006,47.5627,-122.156,2900,8605,1443119.9171241482
86,7796450200,20140515T000000,256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690.0,0,2003,0,98023,47.2779,-122.347,2550,5001,450711.8629143209
87,8807810050,20140529T000000,405000.0,3,2.0,1240,14404,1.0,0,0,3,7,1240.0,0,1988,0,98053,47.6614,-122.06,1350,9990,284488.6134767038
88,9542000050,20140808T000000,615000.0,4,1.75,2270,9830,1.0,0,0,4,8,2270.0,0,1959,0,98005,47.5999,-122.176,2540,11990,649102.0651375115
89,8100400110,20140708T000000,557500.0,3,2.25,1820,9670,2.0,0,0,3,8,1820.0,0,1984,0,98052,47.6382,-122.11,2160,11424,420240.01086179994
90,7555210100,20141117T000000,880000.0,4,2.75,2560,7961,1.0,0,2,4,8,1450.0,1110,1975,0,98033,47.6499,-122.199,2500,9009,646177.3277155593
91,984000410,20150218T000000,225000.0,3,2.5,2170,11745,1.0,0,0,4,7,1410.0,760,1967,0,98058,47.4342,-122.17,1860,8643,408362.615168751
92,2473460060,20150422T000000,349000.0,3,1.75,1740,7682,1.0,0,0,3,8,1330.0,410,1978,0,98058,47.4451,-122.126,2010,8820,427732.40670561796
93,822069112,20150423T000000,1350000.0,4,4.75,5230,89298,2.5,0,0,3,11,5230.0,0,2002,0,98038,47.4097,-122.063,4110,107153,1233306.943390763
94,1094000030,20141215T000000,429950.0,4,2.25,1740,10875,1.0,0,0,3,8,1740.0,0,1967,0,98059,47.5132,-122.157,1680,10701,437440.8827231352
95,4139460290,20140828T000000,898000.0,3,2.5,3530,9753,2.0,0,0,3,10,3530.0,0,1997,0,98006,47.5539,-122.103,3220,9234,877998.1474743622
96,9264911210,20150226T000000,320000.0,5,3.0,2970,7000,1.0,0,0,3,8,1810.0,1160,1979,0,98023,47.3079,-122.341,2630,8062,582325.801535014
97,1222069133,20150224T000000,415000.0,4,2.5,2210,213008,1.0,0,0,4,7,1210.0,1000,1975,0,98038,47.4039,-121.98,2270,52707,449331.3072053721
98,8649900160,20141205T000000,692500.0,4,3.0,2820,11500,2.0,0,0,3,10,2820.0,0,1991,0,98075,47.5826,-122.028,2770,9694,776782.4339452133
99,255460240,20150423T000000,398096.0,3,2.5,2370,5321,2.0,0,0,3,8,2370.0,0,2014,0,98038,47.37,-122.019,2370,4357,487492.61112352175
100,6414100133,20140522T000000,337000.0,3,1.0,1070,6109,1.0,0,0,5,7,1070.0,0,1951,0,98125,47.7207,-122.32,1170,7200,323184.70208432275
101,1331900020,20140925T000000,930000.0,3,2.5,3780,35273,1.5,0,0,3,10,3780.0,0,1986,0,98072,47.7499,-122.119,3450,35273,890148.7944552822
102,2644300005,20150412T000000,407500.0,4,2.5,1900,9075,2.0,0,0,3,7,1900.0,0,1988,0,98133,47.7776,-122.352,1800,8460,313804.8193385223
103,5151600390,20141113T000000,305000.0,4,1.75,2251,12731,1.0,0,1,4,8,1390.0,861,1957,0,98003,47.3369,-122.32,2520,12539,616264.3553128046
104,3522029124,20141203T000000,575000.0,3,2.0,2690,435600,2.0,0,0,3,8,2690.0,0,1992,0,98070,47.3477,-122.519,1700,163350,603210.5462758515
105,1919800260,20140716T000000,645000.0,3,1.75,2340,6750,1.5,0,0,5,7,1620.0,720,1914,0,98103,47.6956,-122.335,1410,3388,626016.6167178026
106,7212660900,20140723T000000,281000.0,3,2.5,1760,7601,2.0,0,0,3,8,1760.0,0,1992,0,98003,47.2672,-122.313,1920,6851,397828.2446692176
107,635000145,20141007T000000,565000.0,2,1.75,1740,4736,1.5,0,2,4,7,1040.0,700,1907,0,98144,47.5994,-122.287,2020,4215,685578.2222906662
108,9358000552,20141029T000000,399000.0,3,3.25,1680,1478,2.0,0,0,3,8,1360.0,320,2009,0,98126,47.5674,-122.369,1530,2753,476052.0669736892
109,3630110510,20140804T000000,571000.0,3,2.5,1920,3867,2.0,0,0,3,8,1920.0,0,2005,0,98029,47.5538,-121.994,2190,3841,450130.6951149472
110,2112700895,20150326T000000,276000.0,2,1.0,720,4000,1.0,0,0,3,6,720.0,0,1918,0,98106,47.5346,-122.353,1630,4000,367185.78669465607
111,8122100130,20140618T000000,415000.0,3,1.75,1270,4800,1.0,0,0,3,7,1270.0,0,1952,2014,98126,47.5362,-122.376,1220,4800,397966.33901979047
112,1073100065,20150217T000000,348125.0,3,1.0,1400,8451,1.5,0,0,3,7,1400.0,0,1953,0,98133,47.7719,-122.337,1590,8433,336718.68730531534
113,9485750110,20140918T000000,366000.0,3,1.75,1680,6108,1.0,0,0,3,8,1680.0,0,1989,0,98055,47.4501,-122.208,2220,5664,437291.02437660086
114,2426049174,20141029T000000,481500.0,3,2.25,1840,10500,2.0,0,0,3,7,1840.0,0,1993,0,98034,47.7326,-122.234,1840,7374,322879.11608871626
115,4303200130,20150210T000000,277000.0,4,3.0,1960,5160,1.0,0,0,3,7,1170.0,790,2001,0,98106,47.5313,-122.36,1960,5160,362481.8991103699
116,9834201367,20150126T000000,429000.0,3,2.0,1490,1126,3.0,0,0,3,8,1490.0,0,2014,0,98144,47.5699,-122.288,1400,1230,476850.8413320975
117,2492200256,20141112T000000,357500.0,3,1.0,1000,4080,1.0,0,0,4,7,740.0,260,1945,0,98126,47.5351,-122.381,1480,4080,384271.8569566495
118,5636000210,20150223T000000,359999.0,5,3.0,2680,9624,2.0,0,0,3,7,1870.0,810,1995,0,98010,47.3279,-122.006,1860,9921,354702.62673716346
119,4025300371,20150408T000000,392500.0,3,1.0,1660,8839,1.0,0,0,4,7,1660.0,0,1947,0,98155,47.7485,-122.3,1230,9236,354208.8507327696
120,2264500350,20150418T000000,615000.0,4,1.0,1330,2400,1.5,0,0,4,6,1330.0,0,1901,0,98103,47.65,-122.34,1330,4400,417804.083687943
121,7212650200,20141027T000000,350000.0,3,2.5,2180,15484,1.0,0,0,3,8,2180.0,0,1992,0,98003,47.2688,-122.309,2090,10775,479945.088727775
122,1402950190,20140916T000000,321000.0,4,2.5,2430,5366,2.0,0,0,3,8,2430.0,0,2002,0,98092,47.3352,-122.19,2100,5414,465214.6860977243
123,7446500010,20150507T000000,664500.0,4,2.25,3070,9210,2.0,0,0,3,8,2740.0,330,2010,0,98011,47.7638,-122.196,2580,9660,479147.90523388895
124,723049333,20150405T000000,285000.0,3,1.5,1490,10367,1.0,0,0,3,7,1010.0,480,1957,0,98146,47.4973,-122.347,1000,8254,305241.4932516989
125,1245001751,20140709T000000,560000.0,2,1.0,1010,9219,1.0,0,0,4,7,1010.0,0,1960,0,98033,47.6886,-122.202,1610,9219,314509.233996766
126,2215901190,20140528T000000,254000.0,3,2.0,1480,7480,1.0,0,0,4,7,1480.0,0,1992,0,98038,47.3542,-122.055,1680,7146,294331.37803999725
127,4058800215,20140528T000000,430000.0,3,3.75,3890,7140,1.0,0,2,3,8,2390.0,1500,1943,2007,98178,47.5073,-122.239,1820,7320,1184051.980582909
128,3959400855,20140820T000000,525000.0,4,2.75,2470,7200,1.0,0,0,5,7,1350.0,1120,1940,0,98108,47.5631,-122.317,1500,6000,548604.6350760196
129,4054530240,20150427T000000,1400000.0,4,3.5,4380,66613,1.5,0,0,3,11,4380.0,0,1993,0,98077,47.7279,-122.048,4010,70109,1221956.8672952822
130,6840701125,20150422T000000,638000.0,3,1.0,1830,4400,1.5,0,0,4,8,1720.0,110,1930,0,98122,47.6052,-122.3,1650,4400,617731.892968862
131,2525059077,20140520T000000,765000.0,4,2.25,2560,12100,1.0,0,0,4,8,1760.0,800,1976,0,98052,47.631,-122.108,2240,12100,521870.32021051453
132,8960200280,20150218T000000,249500.0,3,1.0,1180,7200,1.0,0,0,4,7,1180.0,0,1968,0,98058,47.4249,-122.178,1180,7200,272847.06232753175
133,9202500150,20141104T000000,355000.0,4,1.75,2160,7417,1.0,0,0,4,7,1360.0,800,1983,0,98056,47.5122,-122.181,1880,8022,362744.81613678817
134,7237450100,20140919T000000,389990.0,4,2.5,2245,4330,2.0,0,0,3,8,2245.0,0,2014,0,98038,47.3557,-122.063,2530,4478,459558.5747917045
135,203600140,20150324T000000,595000.0,3,2.75,2150,31238,2.0,0,0,3,9,2150.0,0,1996,0,98014,47.6596,-121.96,2650,38307,538611.6709091641
136,2296700330,20141014T000000,515000.0,4,3.0,1820,8261,1.0,0,0,3,7,1420.0,400,1969,0,98034,47.7197,-122.219,1920,7961,402262.5977695431
137,4468400211,20150220T000000,205000.0,3,2.25,1250,952,3.0,0,0,3,8,1250.0,0,2008,0,98133,47.7098,-122.333,1250,1030,443338.4414751747
138,3157600240,20140903T000000,540000.0,3,2.5,2520,5000,3.0,0,0,3,9,2520.0,0,1990,0,98106,47.5664,-122.359,1130,5000,815275.4715038891
139,6798100652,20140715T000000,316750.0,3,2.5,1256,1154,3.0,0,0,3,7,1256.0,0,2005,0,98125,47.7146,-122.311,1309,1232,332500.07932985976
140,1454100260,20141117T000000,357000.0,3,1.0,1370,6450,1.0,0,0,3,7,1370.0,0,1948,0,98125,47.7195,-122.288,1550,6898,375106.73119650263
141,5628400080,20141218T000000,420000.0,3,2.25,1800,9800,1.0,0,0,4,7,1300.0,500,1959,0,98028,47.7393,-122.244,1680,9545,394759.3148563105
142,7524000030,20140630T000000,250000.0,3,2.0,1440,9220,1.0,0,0,3,7,1440.0,0,1965,0,98198,47.3702,-122.317,1390,7830,309100.16523859196
143,2025600280,20150406T000000,241400.0,3,2.0,1420,9828,1.0,0,0,4,7,1420.0,0,1990,0,98010,47.3287,-122.011,1550,7227,278166.68440745276
144,421049170,20140717T000000,239000.0,3,1.0,1510,15022,1.0,0,0,3,7,1510.0,0,1962,0,98003,47.3304,-122.304,1510,12970,299337.4676666325
145,3996900160,20140708T000000,277000.0,2,1.0,770,8149,1.0,0,0,3,6,770.0,0,1948,0,98155,47.7458,-122.298,1160,8149,228836.01414598958
146,5525400530,20150423T000000,706000.0,5,2.5,2890,15891,2.0,0,0,3,9,2890.0,0,1990,0,98059,47.5286,-122.16,2590,10556,613948.0754963459
147,5700003705,20140619T000000,930000.0,5,2.0,3530,9385,1.5,0,0,3,9,3530.0,0,1925,0,98144,47.5774,-122.285,4100,9203,1784101.5400156917
148,626710220,20140813T000000,475000.0,3,2.5,2160,35912,2.0,0,0,3,8,2160.0,0,1982,0,98077,47.7273,-122.083,2230,35244,431684.1471832501
149,623059016,20140717T000000,1100000.0,4,3.25,3190,11774,2.0,1,4,3,8,2610.0,580,1956,1991,98178,47.5033,-122.225,2240,8725,1442996.731238692
150,7010700810,20141106T000000,774000.0,4,2.75,2010,7000,2.0,0,0,5,8,2010.0,0,1901,0,98199,47.6607,-122.396,1420,4400,832485.2396286747
151,3438503014,20141020T000000,230000.0,2,1.0,870,7020,1.0,0,0,4,6,570.0,300,1942,0,98106,47.5404,-122.352,1730,7020,308958.8239735141
152,7212650850,20150427T000000,304000.0,3,2.5,1710,6773,2.0,0,0,3,8,1710.0,0,1993,0,98003,47.2635,-122.312,2220,7551,416642.9715969554
153,6388930620,20140710T000000,657000.0,4,2.5,2640,25038,2.0,0,0,4,8,2640.0,0,1995,0,98056,47.5277,-122.174,2630,16668,569305.2424368426
154,3438502715,20140730T000000,385000.0,4,3.0,2090,5102,1.0,0,0,3,7,1350.0,740,1994,0,98106,47.5427,-122.356,2090,5102,384315.2240704004
155,6837820030,20140522T000000,389950.0,4,2.5,3140,8060,2.0,0,0,3,9,3140.0,0,1991,0,98023,47.3091,-122.343,3000,8060,689629.3567860074
156,2412100025,20140606T000000,315000.0,3,1.5,1750,12500,1.0,0,0,3,7,1150.0,600,1954,0,98024,47.5666,-121.902,1680,13000,360419.812751108
157,1328320280,20150327T000000,323000.0,3,2.0,1830,6925,1.0,0,0,4,8,1830.0,0,1979,0,98058,47.4445,-122.123,2010,7350,453286.29865466355
158,1545806720,20140826T000000,254950.0,4,2.0,2180,8800,1.0,0,0,5,7,1170.0,1010,1977,0,98038,47.3676,-122.046,1630,8800,373628.4400161091
159,923000120,20150408T000000,515000.0,3,1.5,2200,7620,1.0,0,0,4,7,1130.0,1070,1942,0,98177,47.7263,-122.363,2170,7672,542704.7409108541
160,930000234,20150421T000000,525000.0,4,2.0,2260,7680,1.0,0,0,4,7,1130.0,1130,1947,0,98177,47.7193,-122.361,1800,7680,489165.0717376619
161,2926049437,20141014T000000,425000.0,3,1.0,1180,7200,1.5,0,0,4,7,1180.0,0,1949,0,98133,47.7121,-122.333,2240,7875,438967.2386839551
162,9406590010,20141029T000000,359950.0,4,3.25,2290,4785,2.0,0,0,3,9,2290.0,0,2007,0,98038,47.3833,-122.037,2290,4785,604522.0296446785
163,425069102,20141126T000000,730000.0,4,2.75,3660,150282,2.0,0,0,3,10,3660.0,0,1990,0,98053,47.6813,-122.048,3090,53578,902054.7190651548
164,1824059070,20141024T000000,880000.0,4,2.5,2340,10800,1.0,0,0,3,8,2340.0,0,1953,2007,98040,47.5715,-122.225,2650,13500,877032.9488659047
165,2193310320,20150306T000000,595000.0,4,2.5,2330,7064,1.0,0,0,4,8,1780.0,550,1984,0,98052,47.6955,-122.097,1740,8075,452949.26689958124
166,3668000070,20150105T000000,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060.0,0,1986,0,98092,47.2761,-122.152,1420,7680,264950.78423745575
167,1041500020,20140908T000000,657000.0,4,2.75,3060,35380,1.0,0,0,3,9,1810.0,1250,1982,0,98074,47.6198,-122.038,1980,10425,573285.0806505184
